timestamp,candle_time,equity,pos_act,mult_act,trade_type,lots,price,comment
2026-01-05 06:12:44,2026-01-05 07:10:00,101742.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:12:55,2026-01-05 07:10:00,101737.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:13:05,2026-01-05 07:10:00,101737.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:13:15,2026-01-05 07:10:00,101735.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:13:25,2026-01-05 07:10:00,101729.06,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:13:35,2026-01-05 07:10:00,101727.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:13:45,2026-01-05 07:10:00,101723.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:13:46,2026-01-05 07:10:00,101723.06,-1.0000,0.5000,SELL,0.1,4408.47,LiveTrade
2026-01-05 06:13:56,2026-01-05 07:10:00,101723.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:14:06,2026-01-05 07:10:00,101723.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:14:16,2026-01-05 07:10:00,101721.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:14:26,2026-01-05 07:10:00,101725.56,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:14:37,2026-01-05 07:10:00,101725.66,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:14:47,2026-01-05 07:10:00,101723.96,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:14:57,2026-01-05 07:15:00,101723.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:15:07,2026-01-05 07:15:00,101723.46,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:15:17,2026-01-05 07:15:00,101723.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:15:28,2026-01-05 07:15:00,101721.06,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:15:38,2026-01-05 07:15:00,101718.76,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:15:48,2026-01-05 07:15:00,101718.16,-1.0000,0.5000,SIGNAL,0,0,
2026-01-05 06:15:58,2026-01-05 07:15:00,101716.76,-1.0000,0.5000,SIGNAL,0,0,
